Tmc,TmcType,RoadNumber,RoadName,IsPrimary,FirstName,TmcLinear,Country,State,County,Zip,Direction,StartLat,StartLong,EndLat,EndLong,Miles,FRC,Border_Set,F_System,Urban_Code,FacilType,StrucType,ThruLanes,Route_Numb,Route_Sign,Route_Qual,AltRteName,AADT,AADT_Singl,AADT_Combi,NHS,NHS_Pct,Strhnt_Typ,Strhnt_Pct,Truck,geometry,Jan._lottr,Feb._lottr,Mar._lottr,Q1_lottr,Jan._tttr,Feb._tttr,Mar._tttr,Q1_tttr,Jan._ed,Feb._ed,Mar._ed,start,end,met_region,elevation,color_lottr,MidLat,MidLong,path
121+04306,P1,TN-155,BRILEY PKWY,1,Centennial Blvd/Exit 26,92,UNITED STATES,TENNESSEE,DAVIDSON,37209,S,36.18848,-86.86286,36.17357,-86.86968,1.197256109928918,3,N,2,61273,2,,4.0,155.0,4.0,1.0,155,50081,4507,2023,1,100,0,0,0,"LINESTRING (-86.86286 36.18848, -86.86275000000001 36.18818, -86.86266999999999 36.18792, -86.86262000000001 36.18763, -86.86261 36.18724, -86.86262000000001 36.18699, -86.86264 36.18679, -86.86274 36.18644, -86.86281 36.18626, -86.86293000000001 36.186, -86.86306 36.18577, -86.86337 36.18538, -86.8635 36.18524, -86.86369000000001 36.18507, -86.86411 36.18471, -86.86425 36.18459, -86.86498 36.18398, -86.86527 36.18374, -86.86551 36.18353, -86.86602999999999 36.1831, -86.86633999999999 36.18283, -86.86669000000001 36.18253, -86.86817000000001 36.1813, -86.86845 36.18106, -86.8689 36.18067, -86.86908 36.18051, -86.86924999999999 36.18033, -86.86949 36.18008, -86.86971 36.17981, -86.86985 36.17962, -86.86999 36.17942, -86.87011 36.17922, -86.87031 36.17881, -86.8704 36.1786, -86.87047 36.17838, -86.87054000000001 36.17817, -86.87063999999999 36.17771, -86.87067 36.1775, -86.87067999999999 36.17727, -86.87069 36.17705, -86.87069 36.17682, -86.87067999999999 36.17658, -86.87065 36.17637, -86.87061 36.17615, -86.87050000000001 36.17574, -86.87031 36.17517, -86.87016 36.17482, -86.86998 36.1744, -86.86987000000001 36.17408, -86.8698 36.17384, -86.86968 36.17357)",1.0657894736842106,1.0909090909090908,1.0657894736842106,1.0789473684210529,1.2307692307692308,1.3846153846153846,1.205128205128205,1.2531645569620251,0.0,79.45,56.42,"-86.86286,36.18848","-86.86968,36.17357",3,1.07,"(78.08355, 2.27001, 161.59197)",36.181025,-86.86627,"((-86.86286, 36.18848), (-86.86275, 36.18818), (-86.86267, 36.18792), (-86.86262, 36.18763), (-86.86261, 36.18724), (-86.86262, 36.18699), (-86.86264, 36.18679), (-86.86274, 36.18644), (-86.86281, 36.18626), (-86.86293, 36.186), (-86.86306, 36.18577), (-86.86337, 36.18538), (-86.8635, 36.18524), (-86.86369, 36.18507), (-86.86411, 36.18471), (-86.86425, 36.18459), (-86.86498, 36.18398), (-86.86527, 36.18374), (-86.86551, 36.18353), (-86.86603, 36.1831), (-86.86634, 36.18283), (-86.86669, 36.18253), (-86.86817, 36.1813), (-86.86845, 36.18106), (-86.8689, 36.18067), (-86.86908, 36.18051), (-86.86925, 36.18033), (-86.86949, 36.18008), (-86.86971, 36.17981), (-86.86985, 36.17962), (-86.86999, 36.17942), (-86.87011, 36.17922), (-86.87031, 36.17881), (-86.8704, 36.1786), (-86.87047, 36.17838), (-86.87054, 36.17817), (-86.87064, 36.17771), (-86.87067, 36.1775), (-86.87068, 36.17727), (-86.87069, 36.17705), (-86.87069, 36.17682), (-86.87068, 36.17658), (-86.87065, 36.17637), (-86.87061, 36.17615), (-86.8705, 36.17574), (-86.87031, 36.17517), (-86.87016, 36.17482), (-86.86998, 36.1744), (-86.86987, 36.17408), (-86.8698, 36.17384), (-86.86968, 36.17357))"
121+04320,P1,TN-155,BRILEY PKWY,1,McGavock Pike/Exit 12,94,UNITED STATES,TENNESSEE,DAVIDSON,37214,N,36.20105,-86.68875,36.21262,-86.69144,0.813200576353296,3,N,2,61273,2,,8.0,155.0,4.0,1.0,155,97880,1957,1957,1,100,0,0,1,"LINESTRING (-86.68875 36.20105, -86.68974 36.20533, -86.69056 36.20886, -86.69101999999999 36.21081, -86.69144 36.21262)",1.0444444444444445,1.0869565217391304,1.0444444444444445,1.0444444444444445,1.127659574468085,1.579347826086956,1.1304347826086956,1.1914893617021276,0.0,27.21,0.0,"-86.68875,36.20105","-86.69144,36.21262",3,1.04,"(59.852325, 3.95301, 154.93596)",36.206835,-86.690095,"((-86.68875, 36.20105), (-86.68974, 36.20533), (-86.69056, 36.20886), (-86.69102, 36.21081), (-86.69144, 36.21262))"
121+04367,P1,US-27,US-27,1,Manufacturers Rd,100,UNITED STATES,TENNESSEE,HAMILTON,37405,N,35.06165,-85.31739,35.06251,-85.31765,0.061200919904828,2,N,2,15832,2,,6.0,27.0,3.0,1.0,27,61532,1845,2934,1,100,0,0,1,"LINESTRING (-85.31739 35.06165, -85.31765 35.06251)",1.25,1.25,1.25,1.25,1.5,1.25,1.25,1.25,1.8,0.0,3.43,"-85.31739,35.06165","-85.31765,35.06251",2,1.25,"(203.54508, 71.45023499999999, 119.73219)",35.06208,-85.31752,"((-85.31739, 35.06165), (-85.31765, 35.06251))"
121+04377,P1,US-27,US-27,1,Sequoyah Rd,100,UNITED STATES,TENNESSEE,HAMILTON,37379,N,35.23376,-85.19705,35.24916,-85.17854,1.557747555385594,2,N,2,15832,2,,4.0,27.0,3.0,1.0,27,25809,1806,516,1,100,0,0,1,"LINESTRING (-85.19705 35.23376, -85.1962 35.23462, -85.19578 35.23502, -85.19506 35.23574, -85.19489 35.23592, -85.19448 35.23633, -85.19423 35.23657, -85.19370000000001 35.23699, -85.19323 35.23735, -85.19296 35.23751, -85.19247 35.23778, -85.19199999999999 35.23802, -85.19158 35.23821, -85.19110999999999 35.23839, -85.19071 35.23851, -85.19028 35.23864, -85.18969 35.23878, -85.18912 35.23892, -85.18861 35.23902, -85.18835 35.23908, -85.18765 35.23922, -85.18684 35.23942, -85.18639 35.23954, -85.18608 35.23967, -85.18566 35.23986, -85.18537000000001 35.24003, -85.18505999999999 35.2402, -85.18479000000001 35.2404, -85.18451 35.24061, -85.1842 35.24091, -85.18387 35.24127, -85.18357 35.24166, -85.18275 35.24289, -85.18232999999999 35.24352, -85.18107000000001 35.24538, -85.18040999999999 35.24635, -85.18004999999999 35.24689, -85.18002 35.24693, -85.17977 35.24733, -85.17928999999999 35.24807, -85.17895 35.2486, -85.17886 35.24872, -85.17862 35.24904, -85.17854 35.24916)",1.0609756097560976,1.0609756097560976,1.0617283950617284,1.0609756097560976,1.1744186046511629,1.160919540229885,1.1647058823529413,1.169767441860464,0.0,0.0,0.0,"-85.19705,35.23376","-85.17854,35.24916",2,1.06,"(74.83689000000001, 2.604315, 160.51995)",35.241460000000004,-85.187795,"((-85.19705, 35.23376), (-85.1962, 35.23462), (-85.19578, 35.23502), (-85.19506, 35.23574), (-85.19489, 35.23592), (-85.19448, 35.23633), (-85.19423, 35.23657), (-85.1937, 35.23699), (-85.19323, 35.23735), (-85.19296, 35.23751), (-85.19247, 35.23778), (-85.192, 35.23802), (-85.19158, 35.23821), (-85.19111, 35.23839), (-85.19071, 35.23851), (-85.19028, 35.23864), (-85.18969, 35.23878), (-85.18912, 35.23892), (-85.18861, 35.23902), (-85.18835, 35.23908), (-85.18765, 35.23922), (-85.18684, 35.23942), (-85.18639, 35.23954), (-85.18608, 35.23967), (-85.18566, 35.23986), (-85.18537, 35.24003), (-85.18506, 35.2402), (-85.18479, 35.2404), (-85.18451, 35.24061), (-85.1842, 35.24091), (-85.18387, 35.24127), (-85.18357, 35.24166), (-85.18275, 35.24289), (-85.18233, 35.24352), (-85.18107, 35.24538), (-85.18041, 35.24635), (-85.18005, 35.24689), (-85.18002, 35.24693), (-85.17977, 35.24733), (-85.17929, 35.24807), (-85.17895, 35.2486), (-85.17886, 35.24872), (-85.17862, 35.24904), (-85.17854, 35.24916))"
121+04484,P1,I-40,I-40,1,TN-138/Providence Rd/Exit 68,112,UNITED STATES,TENNESSEE,MADISON,38391,E,35.59133,-89.07198,35.59587,-89.05723,0.886333486772291,1,N,1,99999,2,,4.0,40.0,2.0,1.0,40,34440,9643,2410,1,100,1,100,1,"LINESTRING (-89.07198 35.59133, -89.07031000000001 35.59182, -89.06795 35.59251, -89.06383 35.59371, -89.06143 35.59442, -89.06009 35.59483, -89.05911 35.59517, -89.05851 35.59539, -89.05756 35.59575, -89.05723 35.59587)",1.0217391304347827,1.0434782608695652,1.0217391304347827,1.0217391304347827,1.0434782608695652,1.25531914893617,1.0434782608695652,1.065217391304348,0.0,2.12,0.0,"-89.07198,35.59133","-89.05723,35.59587",4,1.02,"(39.887355, 5.266005, 146.38657500000002)",35.593599999999995,-89.064605,"((-89.07198, 35.59133), (-89.07031, 35.59182), (-89.06795, 35.59251), (-89.06383, 35.59371), (-89.06143, 35.59442), (-89.06009, 35.59483), (-89.05911, 35.59517), (-89.05851, 35.59539), (-89.05756, 35.59575), (-89.05723, 35.59587))"
121+04567,P1,I-24,I-24,1,TN-256/Maxey Rd/Exit 19,128,UNITED STATES,TENNESSEE,ROBERTSON,37146,W,36.40567,-87.03099,36.44725,-87.09439,4.547125785133692,1,N,1,99999,2,,4.0,24.0,2.0,1.0,24,50800,8636,1016,1,100,1,100,1,"LINESTRING (-87.03099 36.40567, -87.03176000000001 36.40609, -87.03201 36.40622, -87.03227 36.40636, -87.03278 36.40664, -87.03328999999999 36.40692, -87.03379 36.40721, -87.03453 36.40765, -87.03525 36.40811, -87.03595 36.40856, -87.03666 36.40904, -87.0369 36.40919, -87.03762999999999 36.40967, -87.03910999999999 36.41065, -87.04115 36.41201, -87.04351 36.41357, -87.04412000000001 36.41398, -87.04513 36.41465, -87.04877999999999 36.41706, -87.05446999999999 36.42083, -87.06358 36.42686, -87.0702 36.43124, -87.07165000000001 36.43219, -87.07182 36.4323, -87.0742 36.43388, -87.07680000000001 36.4356, -87.07996 36.4377, -87.08983000000001 36.44422, -87.09235 36.44589, -87.0934 36.44658, -87.09375 36.44681, -87.09439 36.44725)",1.0355555555555556,1.0769230769230769,1.0471861471861474,1.0398230088495577,1.0777777777777775,1.6217948717948718,1.928571428571428,1.4165236051502137,17.16,43.36,2278.91,"-87.03099,36.40567","-87.09439,36.44725",3,1.05,"(63.24816, 3.6819450000000002, 156.28134)",36.42646,-87.06269,"((-87.03099, 36.40567), (-87.03176, 36.40609), (-87.03201, 36.40622), (-87.03227, 36.40636), (-87.03278, 36.40664), (-87.03329, 36.40692), (-87.03379, 36.40721), (-87.03453, 36.40765), (-87.03525, 36.40811), (-87.03595, 36.40856), (-87.03666, 36.40904), (-87.0369, 36.40919), (-87.03763, 36.40967), (-87.03911, 36.41065), (-87.04115, 36.41201), (-87.04351, 36.41357), (-87.04412, 36.41398), (-87.04513, 36.41465), (-87.04878, 36.41706), (-87.05447, 36.42083), (-87.06358, 36.42686), (-87.0702, 36.43124), (-87.07165, 36.43219), (-87.07182, 36.4323), (-87.0742, 36.43388), (-87.0768, 36.4356), (-87.07996, 36.4377), (-87.08983, 36.44422), (-87.09235, 36.44589), (-87.0934, 36.44658), (-87.09375, 36.44681), (-87.09439, 36.44725))"
113N04186,P1,I-40,I-40,1,Chelsea Ave/Exit 2,76,UNITED STATES,TENNESSEE,SHELBY,38107,S,35.17046,-90.01853,35.1681,-90.01866,0.163204356689322,1,N,1,56116,2,,6.0,40.0,2.0,1.0,40,121270,10914,3638,1,100,1,100,1,"LINESTRING (-90.01853 35.17046, -90.01854 35.17025, -90.01855999999999 35.16966, -90.01860000000001 35.16909, -90.01866 35.1681)",1.0,1.2,1.0,1.1,1.1,1.5,1.2,1.3,9.06,8.27,268.06,"-90.01853,35.17046","-90.01866,35.1681",4,1.0,"(12.847665, 7.599765, 134.633625)",35.16928,-90.018595,"((-90.01853, 35.17046), (-90.01854, 35.17025), (-90.01856, 35.16966), (-90.0186, 35.16909), (-90.01866, 35.1681))"
113N04189,P1,I-40,I-40,1,Hollywood St/Exit 5,76,UNITED STATES,TENNESSEE,SHELBY,38127,W,35.19151,-89.97051,35.19213,-89.98049,0.565065597119264,1,N,1,56116,2,,6.0,40.0,2.0,1.0,40,110269,11027,3307,1,100,1,100,1,"LINESTRING (-89.97051 35.19151, -89.97141999999999 35.19156, -89.97423999999999 35.19175, -89.97495000000001 35.1918, -89.97515 35.19181, -89.97542 35.19183, -89.9757 35.19185, -89.97584000000001 35.19186, -89.97598000000001 35.19187, -89.97668 35.19191, -89.97744 35.19195, -89.97841 35.192, -89.97866999999999 35.19201, -89.98049 35.19213)",1.03125,1.0909090909090908,1.03125,1.0625,1.0909090909090908,1.621212121212121,1.09375,1.2593749999999986,0.0,76.38,0.0,"-89.97051,35.19151","-89.98049,35.19213",4,1.03,"(49.31037, 4.680269999999999, 150.53415)",35.19182,-89.97550000000001,"((-89.97051, 35.19151), (-89.97142, 35.19156), (-89.97424, 35.19175), (-89.97495, 35.1918), (-89.97515, 35.19181), (-89.97542, 35.19183), (-89.9757, 35.19185), (-89.97584, 35.19186), (-89.97598, 35.19187), (-89.97668, 35.19191), (-89.97744, 35.19195), (-89.97841, 35.192), (-89.97867, 35.19201), (-89.98049, 35.19213))"
113N04215,P1,I-240,I-240,1,Airways Blvd/Exit 23,79,UNITED STATES,TENNESSEE,SHELBY,38114,W,35.07687,-89.98289,35.07691,-89.9886,0.323598948572513,1,N,1,56116,2,,6.0,240.0,2.0,1.0,240,145163,9198,7746,1,100,1,100,1,"LINESTRING (-89.98289 35.07687, -89.98396 35.07695, -89.98457999999999 35.077, -89.98537 35.07703, -89.98607 35.07703, -89.98681999999999 35.07702, -89.98736 35.077, -89.98754 35.07699, -89.98828 35.07694, -89.98860000000001 35.07691)",1.0526315789473684,1.2857142857142858,1.2,1.15,1.65,1.8357142857142863,1.8049999999999984,1.85,752.09,324.36,161.99,"-89.98289,35.07687","-89.9886,35.07691",4,1.2,"(176.6742, 42.110955000000004, 143.95310999999998)",35.07689,-89.98574500000001,"((-89.98289, 35.07687), (-89.98396, 35.07695), (-89.98458, 35.077), (-89.98537, 35.07703), (-89.98607, 35.07703), (-89.98682, 35.07702), (-89.98736, 35.077), (-89.98754, 35.07699), (-89.98828, 35.07694), (-89.9886, 35.07691))"
121P10773,P4,,,1,,10772,UNITED STATES,TENNESSEE,DAVIDSON,37210,N,36.12872,-86.72706,36.13148,-86.72676,0.192432101164865,1,N,1,61273,2,,4.0,440.0,2.0,1.0,440,109170,4366,3275,1,100,1,100,1,"LINESTRING (-86.72705999999999 36.12872, -86.72681 36.1301, -86.72674000000001 36.13058, -86.72669999999999 36.13105, -86.72669 36.13123, -86.72673 36.13138, -86.72676 36.13148)",1.0833333333333333,1.3785714285714294,2.142857142857143,1.5615384615384669,1.3076923076923077,2.4571428571428555,3.646428571428564,3.169230769230764,14.26,676.43,1946.54,"-86.72706,36.12872","-86.72676,36.13148",3,2.14,"(239.70382500000002, 248.66529, 33.48813)",36.1301,-86.72691,"((-86.72706, 36.12872), (-86.72681, 36.1301), (-86.72674, 36.13058), (-86.7267, 36.13105), (-86.72669, 36.13123), (-86.72673, 36.13138), (-86.72676, 36.13148))"
121P12046,P1,I-40,I-40,1,TN-840,112,UNITED STATES,TENNESSEE,DICKSON,37029,E,36.02291,-87.2704,36.01885,-87.25663,0.818909297035781,1,N,1,99998,2,,6.0,40.0,2.0,1.0,40,41630,12905,1248,1,100,1,100,1,"LINESTRING (-87.2704 36.02291, -87.27032 36.02289, -87.26917 36.02255, -87.26882999999999 36.02245, -87.26671 36.02182, -87.26656 36.02178, -87.26515000000001 36.02136, -87.26464 36.02121, -87.26438 36.02113, -87.26396 36.02101, -87.26223 36.0205, -87.26192 36.02041, -87.2599 36.01982, -87.25875000000001 36.01948, -87.25784 36.01922, -87.25663 36.01885)",1.0238095238095235,1.0465116279069768,1.0238095238095235,1.0476190476190477,1.0930232558139534,1.3255813953488371,1.0930232558139534,1.119047619047619,9.89,217.44,0.0,"-87.2704,36.02291","-87.25663,36.01885",3,1.02,"(41.837849999999996, 5.143605, 147.25689)",36.020880000000005,-87.263515,"((-87.2704, 36.02291), (-87.27032, 36.02289), (-87.26917, 36.02255), (-87.26883, 36.02245), (-87.26671, 36.02182), (-87.26656, 36.02178), (-87.26515, 36.02136), (-87.26464, 36.02121), (-87.26438, 36.02113), (-87.26396, 36.02101), (-87.26223, 36.0205), (-87.26192, 36.02041), (-87.2599, 36.01982), (-87.25875, 36.01948), (-87.25784, 36.01922), (-87.25663, 36.01885))"
113+04269,P1,I-55,I-55,1,McLemore Ave/Exit 11,85,UNITED STATES,TENNESSEE,SHELBY,38106,N,35.10756,-90.07557,35.11434,-90.07331,0.49074336044085,1,N,1,56116,2,,6.0,55.0,2.0,1.0,55,52367,24012,2618,1,100,1,100,1,"LINESTRING (-90.07557 35.10756, -90.07549 35.10803, -90.07548 35.10808, -90.07546000000001 35.10821, -90.07541000000001 35.10848, -90.07538 35.10863, -90.0753 35.10898, -90.07529 35.10905, -90.07521 35.10943, -90.07496 35.1107, -90.07486 35.11122, -90.07471 35.11186, -90.07462 35.11217, -90.07446 35.11258, -90.07434000000001 35.1128, -90.07429 35.11287, -90.07408 35.11317, -90.07393999999999 35.11339, -90.07389000000001 35.11348, -90.07379 35.11365, -90.07349000000001 35.11408, -90.07331000000001 35.11434)",1.032258064516129,1.2727272727272727,1.0625,1.0625,1.096774193548387,1.7205882352941178,1.15625,1.4545454545454546,41.6,912.02,445.1,"-90.07557,35.10756","-90.07331,35.11434",4,1.06,"(76.463025, 2.438055, 161.06412)",35.11095,-90.07444000000001,"((-90.07557, 35.10756), (-90.07549, 35.10803), (-90.07548, 35.10808), (-90.07546, 35.10821), (-90.07541, 35.10848), (-90.07538, 35.10863), (-90.0753, 35.10898), (-90.07529, 35.10905), (-90.07521, 35.10943), (-90.07496, 35.1107), (-90.07486, 35.11122), (-90.07471, 35.11186), (-90.07462, 35.11217), (-90.07446, 35.11258), (-90.07434, 35.1128), (-90.07429, 35.11287), (-90.07408, 35.11317), (-90.07394, 35.11339), (-90.07389, 35.11348), (-90.07379, 35.11365), (-90.07349, 35.11408), (-90.07331, 35.11434))"
113N09787,P1,I-40,I-40,1,TN-222/Stanton Rd/Exit 42,76,UNITED STATES,TENNESSEE,FAYETTE,38049,W,35.39441,-89.40867,35.39135,-89.41363,0.350291864008341,1,N,1,99999,2,,4.0,40.0,2.0,1.0,40,34853,13145,2091,1,100,1,100,1,"LINESTRING (-89.40867 35.39441, -89.40962 35.39382, -89.41157 35.39263, -89.41363 35.39135)",1.0,1.0526315789473684,1.0555555555555556,1.0,1.0526315789473684,1.263157894736842,1.1111111111111112,1.105263157894737,0.0,3.68,54.89,"-89.40867,35.39441","-89.41363,35.39135",4,1.06,"(69.918705, 3.087795, 158.79411)",35.392880000000005,-89.41114999999999,"((-89.40867, 35.39441), (-89.40962, 35.39382), (-89.41157, 35.39263), (-89.41363, 35.39135))"
113-04228,P1,TN-385,BILL MORRIS PKWY,1,US-72,81,UNITED STATES,TENNESSEE,SHELBY,38017,E,35.0311,-89.68496,35.02111,-89.66393,1.427889011932163,2,N,2,56116,2,,4.0,385.0,4.0,1.0,385,26370,8174,1582,1,100,0,0,0,"LINESTRING (-89.68496 35.0311, -89.68491 35.03106, -89.68449 35.03066, -89.68409 35.03025, -89.68329 35.02943, -89.68289 35.02904, -89.68247 35.02865, -89.68191 35.02817, -89.68158 35.02791, -89.68111 35.02755, -89.68040000000001 35.02704, -89.67967 35.02655, -89.67879000000001 35.02594, -89.67873 35.0259, -89.6782 35.02553, -89.6777 35.02518, -89.67721 35.02484, -89.6767 35.02451, -89.67594 35.02406, -89.67543999999999 35.02378, -89.67516999999999 35.02364, -89.67466 35.02339, -89.6743 35.02322, -89.6739 35.02305, -89.67314 35.02274, -89.6724 35.02247, -89.67187 35.02229, -89.67134 35.02214, -89.67079 35.02199, -89.67050999999999 35.02192, -89.66967 35.02173, -89.6691 35.02162, -89.66856 35.02153, -89.66804 35.02146, -89.66754 35.02139, -89.66678 35.02129, -89.66623 35.02122, -89.66576000000001 35.02116, -89.66524 35.02111, -89.66489 35.02109, -89.66454 35.02108, -89.66428999999999 35.02109, -89.66392999999999 35.02111)",1.0493827160493827,1.1071428571428572,1.04375,1.0493827160493827,1.144578313253012,1.4249999999999998,1.1686746987951808,1.1927710843373494,49.05,45.99,0.0,"-89.68496,35.0311","-89.66393,35.02111",4,1.04,"(59.852325, 3.95301, 154.93596)",35.026105,-89.67444499999999,"((-89.68496, 35.0311), (-89.68491, 35.03106), (-89.68449, 35.03066), (-89.68409, 35.03025), (-89.68329, 35.02943), (-89.68289, 35.02904), (-89.68247, 35.02865), (-89.68191, 35.02817), (-89.68158, 35.02791), (-89.68111, 35.02755), (-89.6804, 35.02704), (-89.67967, 35.02655), (-89.67879, 35.02594), (-89.67873, 35.0259), (-89.6782, 35.02553), (-89.6777, 35.02518), (-89.67721, 35.02484), (-89.6767, 35.02451), (-89.67594, 35.02406), (-89.67544, 35.02378), (-89.67517, 35.02364), (-89.67466, 35.02339), (-89.6743, 35.02322), (-89.6739, 35.02305), (-89.67314, 35.02274), (-89.6724, 35.02247), (-89.67187, 35.02229), (-89.67134, 35.02214), (-89.67079, 35.02199), (-89.67051, 35.02192), (-89.66967, 35.02173), (-89.6691, 35.02162), (-89.66856, 35.02153), (-89.66804, 35.02146), (-89.66754, 35.02139), (-89.66678, 35.02129), (-89.66623, 35.02122), (-89.66576, 35.02116), (-89.66524, 35.02111), (-89.66489, 35.02109), (-89.66454, 35.02108), (-89.66429, 35.02109), (-89.66393, 35.02111))"
113-04261,P1,I-55,I-55,1,TN-175/Shelby Dr/Exit 2,85,UNITED STATES,TENNESSEE,SHELBY,38116,S,35.05959,-90.01739,35.02442,-90.00267,2.637111455136141,1,N,1,56116,2,,8.0,55.0,2.0,1.0,55,91840,6428,6428,1,100,1,100,1,"LINESTRING (-90.01739000000001 35.05959, -90.01714 35.05935, -90.01706 35.05925, -90.01673 35.05886, -90.01665 35.05875, -90.01626 35.05824, -90.0158 35.05756, -90.01515999999999 35.05661, -90.01509 35.0565, -90.01456 35.05571, -90.01336000000001 35.05392, -90.0133 35.05383, -90.01246 35.0526, -90.01098 35.05041, -90.00753 35.04533, -90.00691999999999 35.04441, -90.00641 35.04364, -90.0061 35.04317, -90.00579999999999 35.04272, -90.00530000000001 35.04202, -90.00467999999999 35.04107, -90.00438 35.04057, -90.00407 35.04001, -90.00378000000001 35.03941, -90.00355 35.03888, -90.00336 35.03835, -90.00314 35.03764, -90.00299 35.0371, -90.00288 35.03667, -90.00274 35.0358, -90.0027 35.03559, -90.00266000000001 35.03507, -90.00259 35.03446, -90.00259 35.03413, -90.00257999999999 35.03367, -90.00259 35.03304, -90.00261 35.03117, -90.00263 35.02956, -90.00264 35.0273, -90.00266000000001 35.02631, -90.00266000000001 35.02537, -90.00266999999999 35.02442)",1.033112582781457,1.1266233766233766,1.033112582781457,1.0394736842105263,1.091503267973856,1.6483870967741936,1.0901960784313722,1.1901315789473674,748.8,9.86,0.0,"-90.01739,35.05959","-90.00267,35.02442",4,1.03,"(49.31037, 4.680269999999999, 150.53415)",35.042005,-90.01003,"((-90.01739, 35.05959), (-90.01714, 35.05935), (-90.01706, 35.05925), (-90.01673, 35.05886), (-90.01665, 35.05875), (-90.01626, 35.05824), (-90.0158, 35.05756), (-90.01516, 35.05661), (-90.01509, 35.0565), (-90.01456, 35.05571), (-90.01336, 35.05392), (-90.0133, 35.05383), (-90.01246, 35.0526), (-90.01098, 35.05041), (-90.00753, 35.04533), (-90.00692, 35.04441), (-90.00641, 35.04364), (-90.0061, 35.04317), (-90.0058, 35.04272), (-90.0053, 35.04202), (-90.00468, 35.04107), (-90.00438, 35.04057), (-90.00407, 35.04001), (-90.00378, 35.03941), (-90.00355, 35.03888), (-90.00336, 35.03835), (-90.00314, 35.03764), (-90.00299, 35.0371), (-90.00288, 35.03667), (-90.00274, 35.0358), (-90.0027, 35.03559), (-90.00266, 35.03507), (-90.00259, 35.03446), (-90.00259, 35.03413), (-90.00258, 35.03367), (-90.00259, 35.03304), (-90.00261, 35.03117), (-90.00263, 35.02956), (-90.00264, 35.0273), (-90.00266, 35.02631), (-90.00266, 35.02537), (-90.00267, 35.02442))"
113N04262,P1,I-55,I-55,1,Brooks Rd/Exit 5,85,UNITED STATES,TENNESSEE,SHELBY,38116,E,35.06131,-90.01975,35.05959,-90.01739,0.179517101271756,1,N,1,56116,2,,8.0,55.0,2.0,1.0,55,90823,6529,6529,1,100,1,100,1,"LINESTRING (-90.01975 35.06131, -90.01921 35.061, -90.01873999999999 35.0607, -90.01849 35.06053, -90.01833000000001 35.06042, -90.01824000000001 35.06036, -90.01796 35.06013, -90.01786 35.06005, -90.01766000000001 35.05985, -90.01739000000001 35.05959)",1.0,1.0909090909090908,1.0,1.0,1.0909090909090908,1.6863636363636374,1.0909090909090908,1.2727272727272727,0.0,1.32,0.0,"-90.01975,35.06131","-90.01739,35.05959",4,1.0,"(12.847665, 7.599765, 134.633625)",35.06045,-90.01857000000001,"((-90.01975, 35.06131), (-90.01921, 35.061), (-90.01874, 35.0607), (-90.01849, 35.06053), (-90.01833, 35.06042), (-90.01824, 35.06036), (-90.01796, 35.06013), (-90.01786, 35.06005), (-90.01766, 35.05985), (-90.01739, 35.05959))"
121+04369,P1,US-27,US-27,1,Whitehall Rd,100,UNITED STATES,TENNESSEE,HAMILTON,37405,N,35.06547,-85.31849,35.07435,-85.32146,0.640075567047093,2,N,2,15832,2,,8.0,27.0,3.0,1.0,27,59620,1788,2981,1,100,0,0,1,"LINESTRING (-85.31849 35.06547, -85.31858 35.06577, -85.31879000000001 35.06646, -85.31894 35.06695, -85.31908 35.06748, -85.3192 35.06799, -85.31932999999999 35.06842, -85.31952 35.06901, -85.31954 35.06906, -85.31972 35.06955, -85.32001 35.07021, -85.32024 35.07069, -85.32064 35.07133, -85.32084 35.07168, -85.32104 35.07206, -85.3212 35.07249, -85.32133 35.07298, -85.32138999999999 35.07339, -85.32142 35.07379, -85.32146 35.07435)",1.1282051282051282,1.07948717948718,1.1,1.1282051282051282,1.3333333333333333,1.279487179487179,1.25,1.3076923076923077,0.0,0.0,0.0,"-85.31849,35.06547","-85.32146,35.07435",2,1.1,"(106.49871, 0.14382, 167.88945)",35.06991,-85.319975,"((-85.31849, 35.06547), (-85.31858, 35.06577), (-85.31879, 35.06646), (-85.31894, 35.06695), (-85.31908, 35.06748), (-85.3192, 35.06799), (-85.31933, 35.06842), (-85.31952, 35.06901), (-85.31954, 35.06906), (-85.31972, 35.06955), (-85.32001, 35.07021), (-85.32024, 35.07069), (-85.32064, 35.07133), (-85.32084, 35.07168), (-85.32104, 35.07206), (-85.3212, 35.07249), (-85.32133, 35.07298), (-85.32139, 35.07339), (-85.32142, 35.07379), (-85.32146, 35.07435))"
